state,source,station_id,station_name,frost_any,frost_days,observed_season_tmin_c,latitude,longitude,year,elevation,slope_deg,eastness,northness,TPI_native,TRI_native,roughness_native,plan_curvature,profile_curvature,surface_curvature_laplacian,cold_air_pooling_2000m,elevation_above_local_min_2000m,elevation_below_local_max_2000m,local_relief_2000m,local_sd_2000m,HAND_selected_m,era5__surface_thermal_radiation_downwards_sum__minimum,era5__surface_thermal_radiation_downwards_min__minimum,era5__skin_temperature__minimum,era5__skin_temperature_min__minimum,era5__temperature_2m__p05,era5__soil_temperature_level_2_max__p05,era5__soil_temperature_level_1_min__minimum,era5__lake_bottom_temperature_min__mean,era5__soil_temperature_level_2_min__minimum,era5__soil_temperature_level_2_max__minimum,era5__lake_bottom_temperature_min__p05,era5__surface_thermal_radiation_downwards_max__minimum,era5__temperature_2m_min__days_le_5c,era5__lake_total_layer_temperature__p25,era5__soil_temperature_level_1__minimum,era5__temperature_2m_min__p05,era5__lake_total_layer_temperature_max__p25,era5__lake_mix_layer_temperature__p25,era5__temperature_2m_max__mean,era5__soil_temperature_level_2_max__p25,era5__lake_mix_layer_temperature_min__mean,era5__temperature_2m_min__minimum,era5__soil_temperature_level_1_max__p05,era5__dewpoint_temperature_2m__minimum,era5__soil_temperature_level_1__mean,era5__lake_total_layer_temperature_min__mean,era5__surface_thermal_radiation_downwards_min__p25,era5__lake_total_layer_temperature_min__p25,era5__lake_mix_layer_temperature_min__p25,era5__lake_mix_layer_temperature_max__p25,era5__soil_temperature_level_2_min__p25,era5__lake_bottom_temperature_max__p25,era5__lake_bottom_temperature__p25,era5__surface_thermal_radiation_downwards_min__p05,era5__lake_total_layer_temperature_max__mean,era5__soil_temperature_level_2_min__p05,era5__soil_temperature_level_3__minimum,era5__soil_temperature_level_1_max__minimum,era5__lake_mix_layer_temperature_min__p75,era5__temperature_2m_max__p50,era5__soil_temperature_level_1_max__p25,era5__soil_temperature_level_4__p05,era5__temperature_2m__p50,era5__lake_bottom_temperature__mean,era5__soil_temperature_level_3_max__p05,era5__soil_temperature_level_1_min__p05,era5__skin_temperature__p05,era5__soil_temperature_level_1_min__mean,era5__soil_temperature_level_1__p25,era5__temperature_2m_min__p25,era5__soil_temperature_level_3_min__p25,era5__soil_temperature_level_2__minimum,era5__soil_temperature_level_2__p25,era5__soil_temperature_level_2__p05,era5__dewpoint_temperature_2m_max__p05,era5__soil_temperature_level_3_min__minimum,era5__temperature_2m__minimum,era5__soil_temperature_level_3__p05,era5__lake_mix_layer_temperature_min__p05,era5__lake_mix_layer_temperature_min__minimum,era5__lake_total_layer_temperature_min__p50,era5__skin_temperature__p25,era5__lake_bottom_temperature_max__p05,era5__temperature_2m__mean,modis_lst_night_min_c,modis_lst_night_p05_c,modis_lst_night_mean_c,modis_lai_valid_fraction,modis_lst_day_p05_c,modis_fpar_n_valid_observations,modis_lai_n_valid_observations,modis_nbar_savi_min,modis_lst_day_mean_c,modis_nbar_savi_mean,modis_fpar_valid_fraction,modis_diurnal_range_mean_c,modis_nbar_savi_p05,modis_diurnal_n_valid_days,modis_evi_n_valid_observations,modis_gpp_n_valid_observations,modis_lst_day_n_valid_days,modis_savi_mean,modis_nbar_savi_max,modis_lst_night_valid_fraction,modis_lst_day_min_c,modis_gpp_valid_fraction,modis_lst_day_valid_fraction,modis_savi_max,modis_savi_min,modis_savi_n_valid_observations,modis_lst_night_n_valid_days,modis_savi_sd,modis_fpar_min,modis_evi_max,modis_evi_valid_fraction,modis_evi_mean
PR,INMET,A835,A835,0,0,4.0,-23.405277,-51.932777,2019.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.1144744e+07,818353.0,8.776581,2.246521,13.294141,17.548767,7.6319885,17.728914,12.861481,15.105957,16.520563,938254.0,2.0,16.945831,11.567078,8.768939,16.996735,16.988586,24.519636,19.476776,18.036133,3.587738,19.814734,-0.41101074,19.202673,17.926033,1.077213e+06,16.8815,16.883453,17.067047,17.709503,16.694977,16.671051,930103.0,18.060337,15.282147,18.647217,16.270874,18.670563,25.323975,22.213654,21.400415,19.564758,17.755991,18.805439,11.192205,13.486975,15.90293,17.919128,12.5729065,19.640533,13.986237,18.61966,16.230083,9.034967,18.618134,8.495514,18.74934,16.520563,16.373688,18.364899,17.007751,16.623688,18.926281,7.15,9.785,15.7175,0.0,22.87,0.0,0.0,0.25623798,28.646067,0.28384823,0.0,14.086157,0.2674995,39.0,12.0,0.0,61.0,0.27051675,0.31734318,0.60215056,14.81,0.0,0.65591395,0.3061996,0.24337178,12.0,56.0,0.019471731,0.21,0.3154,1.0,0.252775
PR,INMET,A835,MARINGA,0,0,5.3,-23.405277,-51.932777,2020.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.3899916e+07,932549.0,11.237213,3.4681396,13.706531,17.476812,8.973572,17.322718,13.906677,16.26706,16.982086,1.047385e+06,0.0,17.327759,13.38382,7.93891,17.38736,17.370056,24.584055,19.542236,17.616558,6.0402527,19.395588,6.9776917,19.238295,17.548271,1.080963e+06,17.260406,17.283844,17.442047,18.195526,17.04068,17.03238,976100.6,17.66755,15.222058,19.022308,18.64386,17.998688,25.652435,22.073639,21.277899,19.535706,17.334723,19.290264,10.524836,13.620264,15.798263,18.370544,13.268158,19.686584,15.008575,18.683167,16.378956,10.130231,18.991486,11.43454,19.192036,17.0065,16.848297,17.389313,17.729614,16.985016,18.92855,7.91,10.410999,15.956669,0.0,24.406,0.0,0.0,0.24870558,29.636415,0.28220534,0.0,13.948537,0.2543987,41.0,12.0,0.0,53.0,0.27296826,0.3124077,0.58064514,21.4,0.0,0.56989247,0.28940296,0.24942024,12.0,54.0,0.0132898325,0.21,0.3411,1.0,0.275825
PR,INMET,A835,MARINGA,0,0,3.2,-23.405277,-51.932777,2021.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.119022e+07,826184.0,8.341522,-0.14279175,10.019165,15.313147,5.358551,16.640667,11.402039,13.917389,14.244,921400.0,6.0,15.260071,10.86911,3.819696,15.336578,15.321228,23.686235,17.899536,16.790554,1.7060242,17.478668,-1.7809143,18.189753,16.750977,1.014458e+06,15.19986,15.249664,15.419586,15.968414,15.333649,15.260071,884663.2,16.88717,12.8919735,17.37674,15.26358,18.398102,23.431732,21.637054,20.870672,17.923218,16.672626,17.703833,7.891156,9.950427,14.335132,16.529083,9.627899,18.286774,12.700836,17.040863,13.988482,5.5074034,17.354706,7.5532227,17.595709,14.257281,14.167633,16.66861,15.302124,14.399859,17.553259,7.01,10.003,14.616844,0.0,23.165,0.0,0.0,0.20864362,28.596958,0.27140647,0.0,14.478518,0.24398144,27.0,12.0,0.0,46.0,0.25510785,0.30543828,0.40860215,18.61,0.0,0.49462366,0.30155894,0.20391458,11.0,38.0,0.025208838,0.21,0.3123,1.0,0.24780834
PR,INMET,A835,MARINGA,0,0,5.9,-23.405277,-51.932777,2022.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.2854944e+07,902090.0,10.387543,2.7798767,12.425794,16.609264,8.173828,16.64613,13.5312195,15.855988,16.202007,1.005177e+06,1.0,16.582764,12.763336,7.2687683,16.654938,16.586945,24.18855,19.334076,16.876,4.5556335,18.424627,2.8419495,18.976229,16.809162,1.073692e+06,16.526031,16.526031,16.669586,17.386078,16.625153,16.53592,942371.4,16.935286,14.726038,18.949158,14.145294,17.21939,25.006927,21.610992,21.627539,19.10611,16.670835,19.181843,9.992828,12.2760315,15.591975,17.960388,12.038879,19.595367,14.709381,18.262909,15.500128,8.893,18.934418,10.477386,19.076946,16.21822,16.190094,16.706696,17.074524,16.286383,18.601158,5.51,8.12,14.246667,0.0,21.274,0.0,0.0,0.23659243,28.938364,0.2713614,0.0,13.67857,0.24589112,21.0,12.0,0.0,49.0,0.25707403,0.30650932,0.38709676,16.75,0.0,0.5268817,0.31634447,0.22204266,12.0,36.0,0.026613276,0.21,0.3004,1.0,0.23618335
PR,INMET,A835,MARINGA,0,0,8.1,-23.405277,-51.932777,2023.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.4114936e+07,945476.0,11.851135,5.2297974,13.246527,17.028381,9.948822,17.544785,14.512573,15.738922,16.796734,1.066014e+06,0.0,17.16446,13.905731,9.797735,17.237946,17.182068,24.632605,19.19284,17.725061,7.047943,18.828777,6.25296,18.989328,17.666267,1.088392e+06,17.117828,17.123688,17.264313,17.49002,17.073883,17.057281,1.0019861e+06,17.782637,15.15542,18.417084,14.77713,18.391266,24.971832,22.447235,20.733746,18.893372,17.569681,18.867779,12.122235,13.622699,15.442829,18.04126,12.37204,19.081024,15.322998,18.329132,15.929047,11.328412,18.385803,11.478027,18.758337,16.801813,16.73404,17.392242,17.181183,16.921345,18.794014,9.09,9.940001,15.397449,0.0,23.369999,0.0,0.0,0.2662509,28.148237,0.28758132,0.0,13.095122,0.26959968,41.0,12.0,0.0,51.0,0.27271912,0.34326488,0.5483871,21.3,0.0,0.5483871,0.30107665,0.23627305,12.0,51.0,0.019370025,0.21,0.3503,1.0,0.26634166
PR,INMET,A835,MARINGA,0,0,5.9,-23.405277,-51.932777,2024.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.3160512e+07,882845.0,12.578247,3.2164612,13.450012,18.150196,9.031372,18.065483,15.339294,17.657013,17.329157,1.0462493e+06,0.0,17.739319,14.625061,7.655963,17.792633,17.751465,25.914518,20.624481,18.384178,5.3450623,20.123346,1.9960022,20.885796,18.249842,1.1164835e+06,17.69107,17.69107,17.800446,18.578125,17.785797,17.723297,975259.0,18.373793,16.085297,20.542969,18.0029,18.362946,26.962372,23.439056,23.530506,20.369843,18.101425,20.950617,10.832911,13.834833,17.182709,18.966827,13.069489,21.475922,16.59262,19.581635,17.129126,7.6311827,20.498566,11.581848,20.921808,17.329157,16.568024,18.161774,17.943665,17.493805,20.05802,6.49,12.342,16.903685,0.0,22.195,0.0,0.0,0.22147255,29.049227,0.29003376,0.0,13.000336,0.23383136,30.0,11.0,0.0,52.0,0.27338636,0.34313965,0.40860215,16.85,0.0,0.5591398,0.33734033,0.23738928,12.0,38.0,0.029151417,0.21,0.3577,1.0,0.26344547
PR,INMET,A835,MARINGA,0,0,7.2,-23.405277,-51.932777,2026.0,540.14,2.6363962,0.91573346,-0.40178633,-0.72998047,1.1787491,4.369995,0.030274017,-0.0004434532,0.0018388706,-8.372192,88.900024,32.380005,121.28003,27.163279,56.600006,2.4181544e+07,938964.0,11.240906,4.537628,13.542603,17.43834,9.252075,17.132158,13.490997,15.572174,16.624664,1.063063e+06,0.0,17.13829,12.993774,8.179092,17.20816,17.276611,22.826782,18.871384,17.777485,6.1974792,18.685852,6.4924927,18.441084,17.515354,1.0756105e+06,17.075836,17.206207,17.36148,17.1633,16.752594,16.723892,979565.44,17.624851,15.389648,18.169952,17.770935,18.513824,22.970276,20.967834,21.50824,18.347748,17.145296,18.752823,10.998993,13.12796,15.617975,17.36174,11.679657,19.257812,14.537201,18.14946,16.334793,11.121216,18.146454,11.520569,18.583282,16.723297,16.616852,17.652008,16.387741,16.6315,18.04435,10.41,11.9539995,15.939598,0.0,16.99,0.0,0.0,0.28283736,22.538094,0.3224901,0.0,7.644545,0.28415245,11.0,3.0,0.0,21.0,0.26540068,0.35317746,0.26881722,13.49,1.0,0.22580644,0.31437814,0.22456777,6.0,25.0,0.035103798,0.21,0.3306,1.0,0.28246668
PR,INMET,A842,NOVA FATIMA,0,0,4.5,-23.415277,-50.577778,2007.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.2797412e+07,883664.0,9.130768,1.5715027,10.727905,14.87132,6.6532288,14.979036,11.54715,13.250702,13.546148,1.010228e+06,1.0,15.071838,10.981903,5.9700623,15.169586,15.332947,22.124191,17.279999,15.767296,3.59964,15.867877,1.7341309,16.869232,15.564827,1.029226e+06,15.000641,15.180328,15.468414,15.438019,14.805328,14.799286,902915.8,15.738324,12.887476,15.751221,14.149872,16.346344,22.990814,18.723053,18.9729,17.473785,15.00196,16.258972,9.08758,10.4425535,13.566374,15.649597,9.9935,17.592712,12.516541,15.989807,13.754908,8.572772,15.730316,9.511414,16.170391,13.9090395,13.451813,15.602203,14.832214,13.561773,16.69219,3.75,5.784,11.437599,0.47826087,17.934,11.0,11.0,0.36643356,25.287346,0.39915347,0.47826087,14.801163,0.3763907,43.0,12.0,12.0,64.0,0.38457868,0.4309142,0.53763443,15.23,1.0,0.68817204,0.4262443,0.33928794,12.0,50.0,0.027903123,0.55,0.436,1.0,0.33649167
PR,INMET,A842,NOVA FATIMA,0,0,3.5,-23.415277,-50.577778,2008.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.179377e+07,791847.0,9.2890625,2.8932495,13.456421,16.0716,7.47995,15.500233,12.097412,14.295197,14.905523,981108.0,2.0,15.246399,11.567413,9.519018,15.316071,15.249512,22.106844,17.248108,15.76339,4.3984375,16.608343,0.55804443,17.032654,15.710183,1.07898e+06,15.170563,15.170563,15.343414,15.901154,15.159821,15.139648,990996.6,15.859797,14.675677,16.842377,14.857025,16.304352,22.435883,19.611755,18.530487,17.373322,15.530775,17.014776,10.85625,13.321283,14.035227,16.143616,11.530426,17.293274,13.148926,16.515991,15.214727,11.040387,16.831085,9.63916,16.991816,14.911774,14.830719,15.769196,15.512268,14.979938,17.01248,3.15,6.933,11.823996,0.5217391,18.025501,12.0,12.0,0.29963526,24.634832,0.43039754,0.5217391,13.163845,0.33397335,52.0,12.0,12.0,62.0,0.4233413,0.48904112,0.6451613,17.61,1.0,0.6666667,0.5227809,0.32215565,12.0,60.0,0.058533445,0.25,0.5504,1.0,0.40973338
PR,INMET,A842,NOVA FATIMA,0,0,3.9,-23.415277,-50.577778,2009.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.136005e+07,823437.0,9.199768,2.3537292,11.848047,15.350977,6.9855347,15.674013,11.959747,13.848846,14.72525,955853.0,3.0,15.224396,11.240387,6.1150575,15.284821,15.24295,20.93373,16.738983,15.965097,3.9380188,16.233418,1.6669006,16.598534,15.9085455,1.082013e+06,15.152985,15.152985,15.341461,15.404541,14.85025,14.838898,957382.4,16.063026,13.624201,16.880188,15.039886,16.279938,21.011658,18.071198,18.80841,16.629913,15.708352,17.020721,8.96784,11.412921,14.025662,15.527466,11.284882,17.279999,12.942963,16.01654,14.499927,9.326019,16.858063,9.118713,16.994177,14.808063,14.615875,15.437164,14.871368,14.734625,16.212965,2.43,5.31,11.849608,0.47826087,16.425,11.0,11.0,0.2764871,23.031765,0.46574554,0.47826087,12.21175,0.29349613,40.0,12.0,12.0,51.0,0.51676536,0.6046798,0.5483871,10.79,1.0,0.5483871,0.66461694,0.34165227,11.0,51.0,0.100527555,0.05,0.5496,1.0,0.423175
PR,INMET,A842,NOVA FATIMA,1,4,1.7,-23.415277,-50.577778,2011.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.1802748e+07,819359.0,8.0416565,0.13192749,10.60365,14.7612915,5.8656006,14.576908,11.162109,12.922974,13.745954,980138.0,5.0,14.448883,10.323914,5.911969,14.519196,14.505798,21.499456,16.368805,15.121074,1.9768066,14.868475,0.6705322,16.352713,14.980507,1.038701e+06,14.364899,14.419586,14.628571,15.026581,13.967438,13.958038,925483.6,15.146686,12.831464,16.099518,13.684296,15.761383,21.543396,18.325653,18.375696,16.488892,14.605184,16.3821,9.163312,9.836554,13.33063,15.151367,10.139099,16.867218,12.032257,15.7030945,13.524744,8.357855,16.066803,8.179504,16.328785,13.978961,13.735992,14.808258,14.318054,13.758649,16.175505,1.73,3.506,11.39358,0.65217394,18.993,15.0,15.0,0.33815444,23.69094,0.40825716,0.65217394,12.594387,0.34955195,57.0,12.0,12.0,64.0,0.40298524,0.46732792,0.72043014,15.37,1.0,0.68817204,0.47588098,0.32828283,12.0,67.0,0.04076016,0.45,0.4395,1.0,0.353375
PR,INMET,A842,NOVA FATIMA,0,0,3.9,-23.415277,-50.577778,2012.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.347937e+07,920644.0,10.595154,3.277008,11.708868,14.596613,7.656616,15.536339,11.79599,13.622101,14.257477,1.040543e+06,2.0,15.710632,11.886139,7.76673,15.802399,15.985901,21.579796,17.37967,16.03523,4.7831116,16.20871,5.596039,16.979578,15.90917,1.091427e+06,15.633453,15.906891,16.062164,16.071564,14.466461,14.455109,965647.2,16.059624,13.110254,15.578674,13.677032,16.400055,22.070007,18.41098,18.727747,17.161469,15.563717,16.170673,9.747503,11.378113,14.243702,16.47049,11.614746,17.659668,12.753052,16.655579,13.924744,10.889264,15.556732,10.638824,16.027538,14.457868,14.191071,16.107086,15.681854,14.269977,16.890333,3.25,5.966,12.54719,0.65217394,17.107,15.0,15.0,0.36216125,23.370665,0.44553816,0.65217394,11.5804,0.3756919,50.0,11.0,12.0,60.0,0.4491216,0.5157675,0.68817204,12.61,1.0,0.6451613,0.5493069,0.362075,11.0,64.0,0.060429774,0.05,0.5373,0.9166667,0.38946363
PR,INMET,A842,NOVA FATIMA,1,1,0.4,-23.415277,-50.577778,2013.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.1130812e+07,809710.0,6.1806335,0.42410278,10.934619,14.974927,5.821808,15.92584,10.858459,12.359711,14.445953,972040.0,3.0,16.30777,9.154449,6.0679626,16.341461,16.309143,21.366524,17.51294,16.431496,1.5689697,16.35171,-0.8067322,16.954966,16.293558,1.069409e+06,16.123688,16.123688,16.341461,15.859924,16.282867,16.282867,936390.2,16.446405,12.97362,15.733368,12.955566,17.101227,21.603607,19.239471,18.658794,17.055359,15.947137,16.058239,9.217999,11.380145,14.352476,16.363495,11.260254,17.71579,11.5546875,16.690338,13.877912,9.548785,15.70224,6.461975,15.960803,14.48775,14.375641,16.542633,15.472961,14.477594,16.683496,1.13,4.757,12.099614,0.6956522,15.445999,16.0,16.0,0.28605297,22.723398,0.5004283,0.6956522,11.062558,0.40121186,43.0,12.0,12.0,53.0,0.483035,0.57381463,0.5591398,12.47,1.0,0.56989247,0.6022915,0.37243512,12.0,52.0,0.0697026,0.43,0.5514,1.0,0.40201667
PR,INMET,A842,NOVA FATIMA,0,0,5.7,-23.415277,-50.577778,2014.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.3809324e+07,900559.0,11.248169,2.6099548,12.638849,15.987665,8.212433,15.816675,13.639984,15.16745,14.980719,1.047879e+06,1.0,15.669617,13.063538,8.516828,15.746735,15.693848,21.706894,17.106842,16.192005,4.3912354,16.982647,6.366211,17.184584,16.094843,1.074148e+06,15.5729065,15.591461,15.757477,15.938873,15.44693,15.325012,964679.4,16.250925,14.313959,16.824005,16.383575,16.510406,21.816132,18.652771,19.094732,17.556427,15.847624,17.119818,11.010126,12.619494,14.550755,15.814056,11.665619,17.784698,14.521362,16.477356,15.006891,10.679621,16.810883,11.682861,17.033295,14.980719,14.8072815,16.024078,14.964355,15.007868,17.001205,3.19,6.4560003,12.467934,0.6956522,18.29,16.0,16.0,0.31130114,23.187212,0.4509583,0.6956522,11.051633,0.32240131,49.0,12.0,3.0,61.0,0.44388756,0.5486265,0.6236559,15.25,0.25,0.65591395,0.5603416,0.34110272,12.0,58.0,0.07703201,0.3,0.5088,1.0,0.4347333
PR,INMET,A842,NOVA FATIMA,0,0,7.4,-23.415277,-50.577778,2015.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.4448416e+07,905394.0,10.857269,3.944336,14.655432,17.138763,9.651093,16.408445,14.967743,16.458954,15.652008,1.135014e+06,0.0,16.327057,13.500458,10.081311,16.393219,16.571716,22.812737,17.782013,16.849936,6.0981445,17.977337,6.696747,17.93977,16.737474,1.1202248e+06,16.269196,16.416656,16.713531,16.554596,15.802399,15.800201,1.041657e+06,16.885702,15.3274355,17.639252,17.1221,17.292633,23.424896,19.662079,19.33283,17.953217,16.433313,17.859692,12.228412,14.14887,15.150299,16.825195,12.580536,18.190338,15.80896,17.116943,16.116735,11.443072,17.622162,11.610687,17.828283,15.711774,15.608063,16.68814,16.229828,15.670758,17.892885,4.99,10.122,13.537385,0.5652174,18.05,13.0,13.0,0.33128834,23.569523,0.48527598,0.5652174,10.319453,0.34397095,55.0,10.0,12.0,64.0,0.4880571,0.58642244,0.6989247,15.11,1.0,0.68817204,0.6169951,0.29874447,11.0,65.0,0.11013156,0.43,0.6161,0.8333333,0.45218
PR,INMET,A842,NOVA FATIMA,0,0,3.3,-23.415277,-50.577778,2016.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.1723908e+07,846795.0,8.229553,1.6386108,10.650439,14.884295,6.724457,15.127857,11.417694,12.808533,14.118024,953478.0,4.0,14.557739,10.465759,5.728125,14.628571,14.621368,21.307919,16.63095,15.389366,3.7393188,16.24433,1.8935547,16.498953,15.336296,1.035277e+06,14.498688,14.525055,14.718414,15.08197,14.35025,14.29718,904370.8,15.502794,13.008001,16.37268,14.350128,16.50943,20.860077,18.295258,18.892939,16.283356,15.169179,16.762396,9.024836,10.228009,13.681722,15.096527,10.033112,17.02118,12.152313,15.867126,13.723798,7.536298,16.343231,8.523376,16.706348,14.2295475,14.069,14.902985,14.322205,14.163141,16.166315,1.73,5.1949997,11.487856,0.65217394,17.2595,15.0,15.0,0.3091799,24.105173,0.37130266,0.65217394,12.95468,0.32831705,47.0,12.0,12.0,60.0,0.39339235,0.44285375,0.60215056,15.27,1.0,0.6451613,0.46382442,0.3236377,12.0,56.0,0.048608806,0.42,0.5026,1.0,0.3742
PR,INMET,A842,NOVA FATIMA,0,0,4.7,-23.415277,-50.577778,2017.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.2940788e+07,888871.0,10.777618,3.1220398,12.676483,15.784381,8.869751,15.52471,13.376312,15.134003,14.445953,1.034621e+06,1.0,14.877197,12.471527,8.152472,14.974274,14.910339,22.296576,17.635803,16.013535,4.157318,17.093597,4.6423645,17.45783,15.8519,1.0627828e+06,14.809235,14.813141,14.974274,16.092499,14.857086,14.753296,1.007999e+06,16.007887,14.449713,17.190521,15.849823,17.377594,22.546173,19.454742,19.045782,17.26477,15.562011,17.378407,10.67406,12.588275,14.571687,16.418884,11.697479,17.824615,14.150604,16.747192,15.092657,9.291285,17.168976,10.681213,17.36028,14.446539,14.378571,15.858063,15.645569,14.544001,17.116358,3.19,6.915,12.385665,0.5652174,18.296001,13.0,13.0,0.25590453,23.459255,0.45106778,0.5652174,11.21111,0.27926537,54.0,12.0,12.0,67.0,0.42529222,0.51478213,0.6451613,16.279999,1.0,0.72043014,0.51239,0.2648175,12.0,60.0,0.07749749,0.45,0.451,1.0,0.38554168
PR,INMET,A842,NOVA FATIMA,0,0,4.3,-23.415277,-50.577778,2018.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.3561304e+07,906440.0,11.418121,3.0333557,12.512121,16.690022,8.490906,16.193335,13.631989,15.724884,15.444,1.025776e+06,1.0,16.15213,13.45694,7.370636,16.214508,16.248962,23.097279,17.870636,16.538235,4.229645,18.05871,3.2567444,17.969908,16.466463,1.092627e+06,16.083649,16.157867,16.328766,16.605377,15.782867,15.770569,937948.8,16.622208,15.00083,17.497925,16.683624,16.79361,23.131653,19.227203,20.187092,18.099823,16.224863,18.340374,10.778814,12.647143,14.888595,16.406952,12.099884,18.869415,14.693268,17.048767,15.763519,8.035321,17.482025,11.642731,18.210766,15.444,15.16861,16.424469,15.629059,15.558063,17.65754,4.81,5.788,12.124002,0.6086956,18.462,14.0,14.0,0.2515735,27.140348,0.29413584,0.6086956,15.29152,0.26136386,46.0,11.0,12.0,57.0,0.2923178,0.35015938,0.6451613,16.69,1.0,0.61290324,0.34558997,0.2348378,11.0,60.0,0.03599056,0.16,0.3859,0.9166667,0.30668184
PR,INMET,A842,A842,1,1,-0.4,-23.415277,-50.577778,2019.0,664.47,2.5305016,-0.70899177,-0.70521677,0.277771,1.2699966,3.8400269,0.00842949,0.0010444383,-0.00067496405,-35.00653,110.39996,21.920044,132.32,24.558603,64.96997,2.109824e+07,810150.0,7.921051,2.5882874,12.7686825,15.964087,7.573395,16.44105,12.084137,14.010254,14.865484,952296.0,2.0,15.456421,10.4895935,7.9854555,15.613922,15.521301,23.159636,18.002045,16.72318,3.3553162,17.60249,-1.1987,17.905975,16.672672,1.05647e+06,15.35611,15.375641,15.897125,16.572937,15.020172,15.009766,938297.0,16.852024,14.242249,17.183533,14.6762085,17.570953,23.459839,20.08374,19.893194,18.478851,16.476414,17.326336,10.506085,12.612036,14.791507,16.642426,11.854889,18.293457,12.965454,17.202759,15.157019,10.158564,17.16568,8.216797,17.278675,14.876617,14.745758,17.06314,15.469299,14.871344,17.71815,3.11,7.651,12.610002,0.7826087,19.228,18.0,18.0,0.3101594,25.044704,0.39472064,0.7826087,12.9217205,0.32076204,58.0,12.0,12.0,68.0,0.38723397,0.45413807,0.7741935,16.84,1.0,0.7311828,0.46328366,0.31774682,12.0,72.0,0.048384618,0.35,0.4399,1.0,0.35979167
